0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-2,-12,-22,-50,-57,-45,-42,-26,-26,-6,1,14,15,34,36,51,37,26,13,-10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,-10,-39,-46,-56,-43,-43,-35,-26,-8,-2,15,22,27,39,49,29,27,6,-15,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-16,-33,-49,-63,-54,-47,-32,-14,-17,8,8,22,32,40,46,38,15,13,-13,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,-20,-25,-40,-55,-49,-39,-29,-14,-14,-2,8,22,28,41,49,35,16,5,-1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,-11,-24,-37,-62,-52,-44,-23,-12,-13,-1,10,24,29,39,46,34,23,-2,-10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-6,-12,-22,-47,-62,-46,-47,-23,-15,-7,3,14,19,32,42,44,34,20,4,-10,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-5,-17,-26,-41,-63,-58,-39,-27,-20,-10,-4,14,22,29,38,50,35,28,4,-8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,-9,-21,-40,-63,-55,-45,-30,-21,-4,5,18,18,33,46,57,32,28,6,-9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,9,-10,-29,-44,-60,-49,-37,-28,-11,-13,1,18,21,34,42,55,35,19,10,-8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2,-18,-29,-47,-61,-51,-38,-29,-12,-15,0,14,24,30,42,51,29,25,9,-11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-7,-18,-26,-40,-56,-48,-34,-32,-16,-7,7,7,25,23,34,41,27,19,9,-8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-14,-24,-42,-58,-49,-41,-35,-21,-10,-5,17,18,38,44,47,35,13,7,-4,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,-18,-31,-45,-60,-57,-37,-34,-19,-7,-1,15,20,33,37,50,39,22,7,-6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5,-18,-27,-43,-60,-44,-43,-27,-26,-14,-6,6,17,26,33,45,33,13,6,-5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,-12,-27,-48,-56,-52,-39,-28,-26,-12,4,11,23,31,39,49,32,25,2,-12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4,-18,-33,-43,-61,-53,-36,-26,-13,-12,3,2,19,22,45,52,33,23,8,-14,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-11,-30,-37,-59,-44,-45,-27,-23,-5,1,16,21,25,33,50,34,22,2,-8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-2,-12,-32,-44,-62,-52,-38,-36,-19,-12,-3,19,28,31,40,53,38,28,3,-2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-15,-36,-44,-65,-41,-43,-27,-22,-9,0,11,18,33,39,45,41,20,0,-7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-5,-10,-30,-41,-58,-54,-43,-34,-23,-8,0,15,18,32,38,46,32,24,2,-6,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
